SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-01-01,23:00:00,24509,27429,22504,3770,6606,0,22126,0,823,4206,823,271,793,-452,-531,214,262,291,991,-514
2026-01-01,23:30:00,23967,27298,22031,3776,6606,0,22126,0,1235,4329,851,276,795,-452,-531,219,186,298,986,-513
2026-01-02,00:00:00,24638,27929,22657,3836,6606,0,22126,0,1025,4132,1379,709,790,-429,-531,182,-192,665,814,-514
2026-01-02,00:30:00,25279,28783,23364,3895,6606,0,22126,0,1230,4328,1445,737,789,-361,-531,180,-268,688,800,-514
2026-01-02,01:00:00,24599,28450,22686,3928,6606,0,22126,0,1226,4384,1410,663,440,-361,-500,150,-650,632,767,-514
2026-01-02,01:30:00,24088,27936,22217,3960,6606,0,22126,0,1228,4269,1405,664,426,-361,-426,149,-719,626,768,-514
2026-01-02,02:00:00,23737,27767,21917,3927,6606,0,22126,0,1037,4359,1029,874,721,-361,-524,126,-994,556,908,-514
2026-01-02,02:30:00,23112,27261,21300,3893,6606,0,22126,0,1164,4174,984,875,729,-361,-473,125,-1028,559,913,-523
2026-01-02,03:00:00,22444,26684,20673,3858,6606,0,22126,0,1209,4399,1053,415,282,-361,-526,118,-1030,804,692,-514
2026-01-02,03:30:00,22201,26435,20388,3823,6606,0,22126,0,1209,4236,1062,381,260,-361,-531,118,-1019,816,667,-514
2026-01-02,04:00:00,21842,25748,20085,3798,6606,0,22126,0,1029,4388,873,306,116,-361,-508,-9,-885,667,383,-514
2026-01-02,04:30:00,21718,25581,19991,3772,6606,0,22126,0,1069,4507,850,307,110,-361,-467,-14,-838,649,361,-514
2026-01-02,05:00:00,21838,25433,20147,3721,6606,0,22126,0,927,4354,556,540,-142,-361,-330,-269,-452,348,298,-514
2026-01-02,05:30:00,22527,25784,20807,3669,6606,0,22126,0,636,4361,520,557,-153,-361,-340,-279,-375,329,295,-513
2026-01-02,06:00:00,24117,26322,22279,3600,6606,0,22126,0,15,4075,389,568,183,-361,-226,-489,3,322,372,-514
2026-01-02,06:30:00,25200,27435,23316,3530,6606,0,22126,0,12,3915,377,568,198,-361,-251,-497,80,332,392,-514
2026-01-02,07:00:00,27068,28952,24972,3428,6606,0,22126,0,12,3688,1221,541,149,-338,-130,-302,452,716,945,-502
2026-01-02,07:30:00,28028,30050,26023,3326,6606,0,22126,0,12,3764,1327,551,160,-430,-179,-288,527,746,985,-513
2026-01-02,08:00:00,30119,31943,28035,3283,6606,2,22126,0,12,4035,1444,964,941,-452,-246,280,901,944,985,-514
2026-01-02,08:30:00,31484,33269,29317,3240,6606,294,22126,0,8,4201,1458,992,997,-406,-257,313,977,958,985,-514
2026-01-02,09:00:00,32608,34586,30213,3248,6606,1527,22126,0,8,3880,1500,992,1045,-449,-407,812,1350,995,992,-514
2026-01-02,09:30:00,32481,34579,30010,3255,6606,3076,22126,0,9,3301,1505,992,1047,-452,-523,835,1398,998,992,-514
2026-01-02,10:00:00,32207,34255,29653,3293,6606,4659,22126,0,8,3556,1505,992,1047,-451,-475,844,1397,997,992,-514
2026-01-02,10:30:00,31536,33542,28923,3330,6606,5875,22126,0,9,3664,1505,989,1047,-452,-431,844,1397,996,992,-514
2026-01-02,11:00:00,31535,33319,28797,3266,6606,6718,22126,0,13,4029,1345,883,997,-406,-283,972,1397,939,992,-482
2026-01-02,11:30:00,31552,33301,28683,3202,6606,7118,22126,0,13,3658,1324,877,996,-450,-173,977,1397,934,992,-513
2026-01-02,12:00:00,31434,33214,28469,3176,6606,7142,22126,0,13,3525,1481,905,921,-452,-201,999,1397,910,992,-514
2026-01-02,12:30:00,30998,32783,28091,3150,6606,6961,22126,0,9,3054,1501,908,919,-452,-210,1000,1397,909,992,-514
2026-01-02,13:00:00,31849,33565,28878,3011,6606,6235,22126,0,9,3558,1467,935,1018,-452,-159,797,1397,951,985,-496
2026-01-02,13:30:00,32134,33779,29148,2872,6606,5261,22126,0,10,3837,1464,937,988,-452,-70,790,1397,954,985,-513
2026-01-02,14:00:00,32785,34478,29702,2773,6606,4165,22126,0,12,4165,1475,933,493,-452,-194,857,1397,995,985,-435
2026-01-02,14:30:00,34258,36027,31225,2674,6606,2716,22126,0,16,3995,1476,934,497,-427,-310,859,1397,994,985,-416
2026-01-02,15:00:00,35840,37685,32707,2707,6606,1040,22126,0,15,4305,1503,977,1020,-407,-460,730,1397,860,985,-363
2026-01-02,15:30:00,37053,39118,33989,2739,6606,150,22126,0,8,4283,1506,977,1046,-451,-531,726,1398,852,994,-475
2026-01-02,16:00:00,38278,40285,35140,2731,6606,0,22126,0,5,4270,1506,877,998,-451,-531,634,1397,870,1218,-420
2026-01-02,16:30:00,39928,42014,36680,2722,6606,0,22126,0,0,4322,1506,872,997,-452,-531,631,1397,872,1239,-503
2026-01-02,17:00:00,41154,43251,37783,2762,6606,0,22126,0,0,4176,1505,934,1045,-452,-531,804,1398,874,1412,-514
2026-01-02,17:30:00,41156,43252,37852,2802,6606,0,22126,0,0,4291,1506,938,1046,-451,-531,810,1397,878,1424,-514
2026-01-02,18:00:00,40524,42621,37439,2883,6606,0,22126,0,0,4309,1506,930,1046,-452,-531,705,1398,989,1425,-514
2026-01-02,18:30:00,39659,41755,36664,2963,6606,0,22126,0,0,4222,1506,928,1046,-451,-531,701,1397,996,1425,-514
2026-01-02,19:00:00,38839,40938,35980,2979,6606,0,22126,0,3,4158,1452,859,1046,-451,-531,753,1397,974,1425,-514
2026-01-02,19:30:00,37528,39633,34742,2994,6606,0,22126,0,8,4048,1446,853,1047,-452,-531,750,1398,970,1425,-514
2026-01-02,20:00:00,36462,38565,33788,3021,6606,0,22126,0,7,4074,1337,805,1040,-451,-531,231,1397,879,1424,-514
2026-01-02,20:30:00,35327,37430,32766,3047,6606,0,22126,0,12,3934,1323,789,1045,-452,-525,206,1397,860,1425,-514
2026-01-02,21:00:00,33661,35743,31251,3134,6606,0,22126,0,12,3856,725,338,1047,-452,-413,-91,1398,428,1425,-514
2026-01-02,21:30:00,32533,34369,30245,3221,6606,0,22126,0,10,3673,651,306,1047,-406,-262,-103,1397,399,1424,-455
2026-01-02,22:00:00,30540,32619,28412,3276,6606,0,22126,0,10,3485,633,273,926,-450,-121,-390,1397,370,1397,-508
2026-01-02,22:30:00,29364,31504,27366,3331,6606,0,22126,0,8,3540,631,265,918,-452,-191,-402,1397,366,1384,-487
2026-01-02,23:00:00,27671,29897,25644,3374,6606,0,22126,0,7,3500,445,51,441,-452,-316,-346,1397,327,944,-505
2026-01-02,23:30:00,26765,29146,24778,3417,6606,0,22126,0,7,3570,423,36,418,-452,-466,-342,1397,323,918,-514
2026-01-03,00:00:00,26819,28862,24824,3502,6606,0,22126,0,7,3690,592,0,352,-452,-470,27,1397,271,1099,-514
2026-01-03,00:30:00,27327,29214,25407,3587,6606,0,22126,0,16,3682,614,1,351,-429,-328,42,1385,269,1115,-514
2026-01-03,01:00:00,26780,29224,24982,3642,6606,0,22126,0,592,3750,702,128,705,-362,-376,167,1234,329,1224,-514
2026-01-03,01:30:00,26033,29069,24331,3697,6606,0,22126,0,1208,3824,713,137,719,-361,-354,172,1197,333,1225,-513
2026-01-03,02:00:00,25281,28467,23659,3742,6606,0,22126,0,1246,3939,684,164,659,-362,-464,193,971,331,884,-514
2026-01-03,02:30:00,24861,28087,23319,3787,6606,0,22126,0,1238,4132,680,167,655,-361,-514,194,932,330,855,-513
2026-01-03,03:00:00,24408,27612,22906,3753,6606,0,22126,0,1234,4002,516,220,399,-361,-496,202,790,325,712,-513
2026-01-03,03:30:00,23850,27071,22367,3719,6606,0,22126,0,1233,4062,495,218,389,-361,-513,202,751,323,696,-514
2026-01-03,04:00:00,23469,26605,21998,3630,6606,0,22126,0,1213,4235,341,27,264,-361,-448,122,480,259,549,-514
2026-01-03,04:30:00,23350,26413,21824,3541,6606,0,22126,0,1217,4208,322,18,259,-361,-371,119,417,255,535,-514
2026-01-03,05:00:00,22843,25766,21353,3598,6606,0,22126,0,1213,4483,233,155,105,-361,-220,-15,43,239,414,-514
2026-01-03,05:30:00,22942,25727,21519,3654,6606,0,22126,0,1194,4574,221,167,102,-361,-96,-20,14,239,402,-514
2026-01-03,06:00:00,23925,26272,22384,3694,6606,0,22126,0,858,4488,188,241,131,-372,-2,-1,236,253,272,-514
2026-01-03,06:30:00,24758,26796,23099,3733,6606,0,22126,0,529,4622,185,250,133,-395,0,0,293,256,258,-514
2026-01-03,07:00:00,25980,27426,24216,3755,6606,0,22126,0,74,4321,304,398,301,-258,0,119,665,319,75,-514
2026-01-03,07:30:00,27139,28407,25247,3777,6606,0,22126,0,16,4157,319,406,308,-138,0,124,724,323,65,-514
2026-01-03,08:00:00,28864,30188,26812,3754,6606,4,22126,0,11,3944,441,324,425,-199,0,412,874,335,157,-514
2026-01-03,08:30:00,30070,31526,27842,3730,6606,339,22126,0,9,3859,456,324,431,-333,0,423,915,344,171,-514
2026-01-03,09:00:00,31412,33037,28964,3653,6606,1614,22126,0,9,3627,851,550,816,-444,-58,586,1196,593,389,-514
2026-01-03,09:30:00,31534,33266,28975,3576,6606,3359,22126,0,9,3379,899,566,833,-450,-159,592,1214,610,408,-514
2026-01-03,10:00:00,31461,33153,28766,3502,6606,4848,22126,0,8,3755,839,591,652,-450,-120,704,999,638,505,-514
2026-01-03,10:30:00,31316,33069,28542,3427,6606,6048,22126,0,7,4037,832,592,645,-450,-183,708,965,642,509,-513
2026-01-03,11:00:00,30820,32613,28022,3388,6606,6885,22126,0,7,4071,891,567,762,-450,-222,744,876,695,407,-514
2026-01-03,11:30:00,30465,32295,27740,3349,6606,7274,22126,0,7,4316,898,568,766,-450,-259,746,856,698,399,-514
2026-01-03,12:00:00,30482,32285,27729,3456,6606,7118,22126,0,7,4406,1001,633,647,-450,-233,795,745,677,399,-513
2026-01-03,12:30:00,30531,32377,27941,3562,6606,6920,22126,0,7,4376,1014,637,642,-450,-275,797,723,677,398,-514
2026-01-03,13:00:00,30629,32445,28095,3510,6606,6528,22126,0,7,4349,994,600,422,-450,-246,623,619,730,338,-513
2026-01-03,13:30:00,31101,32960,28464,3457,6606,5629,22126,0,10,4344,991,594,413,-450,-285,617,616,725,329,-514
2026-01-03,14:00:00,31538,33417,28909,3353,6606,4407,22126,0,12,4277,817,458,362,-450,-303,578,745,438,162,-514
2026-01-03,14:30:00,32979,34989,30238,3249,6606,2954,22126,0,12,4119,795,449,360,-450,-434,577,758,421,161,-514
2026-01-03,15:00:00,34509,36561,31626,3139,6606,1193,22126,0,13,4148,754,444,300,-450,-476,417,720,465,577,-513
2026-01-03,15:30:00,35570,37680,32565,3029,6606,164,22126,0,16,4246,751,446,302,-450,-531,414,742,472,613,-513
2026-01-03,16:00:00,37413,39522,34200,3043,6606,0,22126,0,14,3941,1060,501,792,-450,-531,843,1080,596,889,-514
2026-01-03,16:30:00,39028,41126,35771,3057,6606,0,22126,0,3,4158,1098,510,816,-450,-531,861,1131,605,916,-514
2026-01-03,17:00:00,40635,42736,37357,3072,6606,0,22126,0,6,4130,1337,691,1040,-450,-531,864,1238,626,1220,-514
2026-01-03,17:30:00,40792,42893,37495,3087,6606,0,22126,0,6,4201,1365,707,1049,-450,-531,864,1261,632,1244,-514
2026-01-03,18:00:00,40315,42418,37057,3115,6606,0,22126,0,8,4015,1152,831,1059,-450,-531,744,1382,796,1333,-514
2026-01-03,18:30:00,39661,41764,36379,3143,6606,0,22126,0,8,3999,1126,836,1059,-450,-531,739,1397,801,1340,-514
2026-01-03,19:00:00,38560,40671,35425,3156,6606,0,22126,0,17,4022,1222,713,1054,-450,-531,644,1397,597,1369,-513
2026-01-03,19:30:00,37427,39542,34416,3168,6606,0,22126,0,20,4143,1233,700,1054,-450,-531,642,1397,581,1371,-514
2026-01-03,20:00:00,36426,38538,33478,3169,6606,0,22126,0,17,3960,769,507,1008,-450,-531,920,1397,488,1307,-514
2026-01-03,20:30:00,35483,37596,32577,3170,6606,0,22126,0,18,4024,710,491,1007,-450,-531,931,1398,485,1302,-514
2026-01-03,21:00:00,34174,36285,31348,3115,6606,0,22126,0,15,4000,835,401,862,-450,-531,839,1397,568,1276,-515
2026-01-03,21:30:00,33242,35358,30507,3060,6606,0,22126,0,21,3911,851,395,857,-450,-531,835,1397,572,1273,-514
2026-01-03,22:00:00,31861,33975,29264,3037,6606,0,22126,0,19,3948,967,414,891,-450,-531,592,1397,525,1240,-514
2026-01-03,22:30:00,30599,32711,28089,3014,6606,0,22126,0,18,3907,981,416,892,-450,-531,583,1374,520,1223,-513
2026-01-03,23:00:00,28647,30792,26212,2990,6606,0,22126,0,50,4024,887,434,884,-450,-531,418,1079,439,705,-514
2026-01-03,23:30:00,27984,30329,25587,2966,6606,0,22126,0,285,3922,876,431,883,-450,-497,412,1037,432,671,-513
2026-01-04,00:00:00,27899,30100,25502,2890,6606,0,22126,0,287,3798,808,302,820,-438,-362,318,973,408,751,-514
2026-01-04,00:30:00,28661,30760,26377,2813,6606,0,22126,0,301,4025,800,295,817,-352,-333,314,966,406,759,-513
2026-01-04,01:00:00,28415,30906,26140,2748,6606,0,22126,0,469,3942,827,393,787,-437,-471,444,976,397,826,-514
2026-01-04,01:30:00,27714,30277,25473,2682,6606,0,22126,0,586,4040,830,400,786,-451,-412,449,976,397,830,-514
2026-01-04,02:00:00,27136,29655,24853,2630,6606,0,22126,0,528,3989,1043,419,712,-451,-426,476,965,397,797,-514
2026-01-04,02:30:00,26686,29252,24439,2577,6606,0,22126,0,611,3996,1069,418,709,-451,-391,477,965,395,789,-513
2026-01-04,03:00:00,26338,28884,24128,2505,6606,0,22126,0,562,3935,1090,365,763,-451,-420,506,982,348,608,-513
2026-01-04,03:30:00,25673,28255,23440,2433,6606,0,22126,0,641,3927,1092,363,766,-451,-377,506,974,346,591,-513
2026-01-04,04:00:00,25302,28088,23099,2373,6606,0,22126,0,878,4090,875,399,709,-451,-344,522,843,382,420,-513
2026-01-04,04:30:00,25041,27757,22784,2313,6606,0,22126,0,882,4053,848,402,707,-451,-269,523,822,386,407,-514
2026-01-04,05:00:00,25008,27568,22712,2252,6606,0,22126,0,879,4149,653,420,443,-451,-117,476,768,423,365,-513
2026-01-04,05:30:00,24847,27304,22638,2190,6606,0,22126,0,831,4226,629,418,432,-451,-62,474,766,423,361,-513
2026-01-04,06:00:00,25496,27502,23251,2145,6606,0,22126,0,305,4135,465,303,451,-436,-151,302,833,306,355,-514
2026-01-04,06:30:00,26222,28365,23853,2099,6606,0,22126,0,277,3932,444,289,433,-450,-302,296,812,295,347,-514
2026-01-04,07:00:00,27262,29396,24824,2065,6606,0,22126,0,277,3888,301,91,2,-450,-293,382,439,173,89,-514
2026-01-04,07:30:00,28103,30187,25616,2031,6606,0,22126,0,237,3765,284,81,0,-450,-283,385,420,168,70,-514
2026-01-04,08:00:00,29561,31476,26832,1994,6606,5,22126,0,12,3676,573,197,140,-450,-339,283,769,294,43,-514
2026-01-04,08:30:00,30937,32962,28153,1956,6606,344,22126,0,9,3860,610,220,157,-450,-452,280,842,316,51,-514
2026-01-04,09:00:00,32574,34595,29649,1958,6606,1614,22126,0,8,3496,1211,726,772,-450,-449,623,1216,813,406,-514
2026-01-04,09:30:00,32700,34794,29643,1959,6606,3367,22126,0,6,3222,1287,763,806,-450,-524,636,1242,843,436,-514
2026-01-04,10:00:00,33028,35128,29876,1843,6606,4862,22126,0,5,3273,1375,863,1015,-450,-531,785,982,776,646,-514
2026-01-04,10:30:00,32950,35050,29707,1726,6606,5872,22126,0,5,3256,1386,867,1022,-450,-531,790,939,768,662,-514
2026-01-04,11:00:00,32905,35005,29636,1641,6606,6680,22126,0,5,3149,1377,795,1046,-450,-531,562,801,688,680,-514
2026-01-04,11:30:00,32905,35005,29560,1555,6606,6837,22126,0,5,3130,1375,795,1046,-450,-531,554,787,689,686,-514
2026-01-04,12:00:00,34083,36183,30631,1589,6606,6874,22126,0,5,3177,1482,980,1046,-450,-531,910,823,892,771,-514
2026-01-04,12:30:00,34406,36506,30908,1623,6606,6519,22126,0,5,2966,1495,990,1046,-450,-531,924,801,905,771,-514
2026-01-04,13:00:00,34673,36773,31170,1586,6606,5812,22126,0,5,3128,1476,923,902,-450,-531,857,481,901,536,-514
2026-01-04,13:30:00,35382,37482,31746,1548,6606,4988,22126,0,5,2861,1471,912,889,-450,-531,849,413,897,516,-514
2026-01-04,14:00:00,35725,37825,32131,1514,6606,3717,22126,0,5,3012,1129,649,296,-450,-531,333,50,745,372,-514
2026-01-04,14:30:00,36933,39035,33373,1479,6606,2338,22126,0,7,2945,1085,620,264,-450,-531,308,4,734,351,-514
2026-01-04,15:00:00,38169,40399,34646,1530,6606,1055,22126,0,9,2996,677,243,113,-450,-531,-81,-3,692,-42,-514
2026-01-04,15:30:00,39516,41789,35755,1581,6606,170,22126,0,14,2960,627,217,107,-450,-531,-96,-1,681,-67,-514
2026-01-04,16:00:00,41181,43289,37259,1674,6606,0,22126,0,12,2984,638,203,234,-450,-531,56,38,367,-1,-514
2026-01-04,16:30:00,42613,44719,38611,1767,6606,0,22126,0,11,2834,640,203,239,-450,-531,61,61,346,0,-514
2026-01-04,17:00:00,43213,45316,39252,1774,6606,0,22126,0,8,2625,517,221,183,-450,-531,204,289,291,41,-514
2026-01-04,17:30:00,43377,45477,39505,1781,6606,0,22126,0,5,2686,501,221,181,-450,-531,209,324,288,44,-514
2026-01-04,18:00:00,42781,44880,38983,1802,6606,0,22126,0,4,2774,435,181,150,-450,-531,84,397,273,0,-514
2026-01-04,18:30:00,41587,43687,37862,1822,6606,0,22126,0,5,2617,428,173,149,-450,-531,80,408,267,7,-514
2026-01-04,19:00:00,40613,42728,36982,1909,6606,0,22126,0,11,3083,231,0,103,-450,-531,-9,442,83,338,-514
2026-01-04,19:30:00,39889,42024,36278,1996,6606,0,22126,0,12,2896,207,-14,102,-450,-531,-14,417,68,363,-514
2026-01-04,20:00:00,38942,41301,35438,1941,6606,0,22126,0,12,2989,198,-38,102,-450,-531,-125,43,-89,406,-514
2026-01-04,20:30:00,37592,39982,34165,1885,6606,0,22126,0,12,2884,197,-50,102,-450,-531,-129,-4,-100,409,-514
2026-01-04,21:00:00,35837,38885,32579,1834,6606,0,22126,0,12,3174,-68,-400,2,-450,-531,-276,-4,-193,393,-514
2026-01-04,21:30:00,34628,37747,31618,1783,6606,0,22126,0,12,3287,-98,-428,0,-450,-531,-281,-4,-202,370,-513
2026-01-04,22:00:00,32813,36952,29958,1751,6606,0,22126,0,11,3371,-283,-538,-248,-450,-471,-272,-4,-342,-406,-514
2026-01-04,22:30:00,31098,35193,28320,1719,6606,0,22126,0,25,3487,-308,-541,-270,-448,-321,-272,-2,-342,-461,-505
2026-01-04,23:00:00,29311,33890,26633,1714,6606,0,22126,0,586,3628,-663,-372,-482,-380,-177,-268,12,-24,-515,-512
2026-01-04,23:30:00,28262,33323,25715,1709,6606,0,22126,0,1225,3483,-708,-357,-490,-298,-86,-268,24,-1,-517,-511
2026-01-05,00:00:00,28743,33869,26241,1710,6606,0,22126,0,1216,3533,-758,-221,-535,-422,-187,-236,152,70,-438,-513
2026-01-05,00:30:00,29345,34414,26899,1710,6606,0,22126,0,1205,3720,-764,-212,-536,-451,-120,-235,164,73,-432,-514
2026-01-05,01:00:00,28993,34138,26481,1696,6606,0,22126,0,1210,3782,-794,-202,-486,-451,-218,-252,111,30,-418,-514
2026-01-05,01:30:00,28692,33798,26211,1681,6606,0,22126,0,1193,3930,-798,-208,-484,-451,-189,-253,98,28,-416,-514
2026-01-05,02:00:00,28164,33531,25664,1679,6606,0,22126,0,1191,3679,-830,-449,-544,-451,-283,-143,7,39,-362,-514
2026-01-05,02:30:00,27767,33090,25285,1676,6606,0,22126,0,1193,3562,-834,-462,-547,-451,-216,-139,-4,39,-363,-514
2026-01-05,03:00:00,27386,32891,24914,1616,6606,0,22126,0,1183,3511,-909,-338,-573,-451,-265,-122,-4,37,-546,-514
2026-01-05,03:30:00,27053,32619,24517,1556,6606,0,22126,0,1173,3273,-918,-338,-574,-451,-288,-121,-31,26,-558,-514
2026-01-05,04:00:00,26844,33442,24319,1583,6606,0,22126,0,1171,3619,-1072,-623,-636,-451,-185,-120,-371,-368,-487,-514
2026-01-05,04:30:00,26823,33597,24266,1610,6606,0,22126,0,1164,3359,-1091,-652,-638,-433,-214,-135,-444,-407,-497,-499
2026-01-05,05:00:00,27166,35504,24639,1609,6606,0,22126,0,586,3699,-1126,-1003,-573,-303,-80,-883,-829,-922,-1037,-396
2026-01-05,05:30:00,28158,36062,25498,1607,6606,0,22126,0,80,4057,-1129,-1027,-571,-205,0,-917,-879,-951,-1074,-471
